State,DODAAC,Station Name (LEA),Station Active Flag,Station Type,Book Type,Property Status,Property Number,Requisition Number,NSN,Item Name,Quantity,Serial Number,Serial Number Required Flag,Image Count,Requisition Date,Ship Date,Last Inventory Date,DEMIL Code,DEMIL IC,DTID,UI,Unit Cost,Total Cost
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14209NJ00016,2YTD78-4192-4877,1005-01-452-6771,"ADAPTER RAIL,WEAPON MOUNTED,M5",1,NULL,N,0,28-Jul-14,15-Jul-14,3-Oct-14,B,3,null,Each,$194.76 ,$194.76 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14223NJ00032,2YTD78-4193-4999,8415-01-515-0367,"PAD,KNEE",17,NULL,N,0,12-Aug-14,1-Aug-14,12-Aug-14,A,1,null,Pair,$18.28 ,$310.76 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14217NJ00016,2YTD78-4193-5000,8415-01-461-8356,"SHIRT,COLD WEATHER",24,NULL,N,0,6-Aug-14,28-Jul-14,3-Oct-14,A,1,null,Each,$60.25 ,"$1,446.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14218NJ00004,2YTD78-4193-5001,8415-01-461-8341,"SHIRT,COLD WEATHER",32,NULL,N,0,6-Aug-14,28-Jul-14,3-Oct-14,A,1,null,Each,$60.25 ,"$1,928.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14209NJ00020,2YTD78-4195-5470,1240-01-504-2221,"RANGE FINDER,LASER",1,1453,N,2,28-Jul-14,18-Jul-14,3-Oct-14,D,7,null,Each,"$20,501.00 ","$20,501.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14210NJ00011,2YTD78-4195-5499,1240-01-411-1265,"SIGHT,REFLEX",10,NULL,N,1,29-Jul-14,22-Jul-14,3-Oct-14,D,1,null,Each,$340.00 ,"$3,400.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14211NJ00017,2YTD78-4204-8728,5180-01-548-7634,"TOOL KIT,GENERAL MECHANIC'S",1,NULL,N,0,30-Jul-14,28-Jul-14,3-Oct-14,A,1,null,Set,"$1,805.00 ","$1,805.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14241NJ00085,2YTD78-4206-9795,8465-01-524-8847,"SLING,3 POINT COMBAT ASSAULT SYSTEM",40,NULL,N,0,2-Sep-14,28-Aug-14,2-Sep-14,A,1,null,Each,$17.27 ,$690.80 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00007,2YTD78-4209-0463,1240-01-411-1265,"SIGHT,REFLEX",10,NULL,N,0,26-Aug-14,12-Aug-14,26-Aug-14,D,1,null,Each,$340.00 ,"$3,400.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00015,2YTD78-4210-0751,1095-00-407-0674,"RACK,STORAGE,SMALL ARMS",3,NULL,N,0,26-Aug-14,20-Aug-14,26-Aug-14,A,1,null,Each,$448.22 ,"$1,344.66 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00006,2YTD78-4210-0947,8415-01-515-0364,"PAD,KNEE",25,NULL,N,0,25-Aug-14,18-Aug-14,25-Aug-14,A,1,null,Pair,$18.28 ,$457.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14223NJ00030,2YTD78-4211-1138,5340-01-247-9650,PADLOCK,5,NULL,N,0,12-Aug-14,4-Aug-14,12-Aug-14,A,1,null,Each,$14.73 ,$73.65 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14245NJ00014,2YTD78-4216-2858,7025-DS-MON-IT08,"MONITOR, COMPUTER",2,9819ACPCB715100235,N,4,3-Sep-14,26-Aug-14,3-Sep-14,A,,null,Each,$600.00 ,"$1,200.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00008,2YTD78-4216-2951,5180-01-483-0249,"TOOL KIT,GENERAL MECHANIC'S",1,NULL,N,0,26-Aug-14,12-Aug-14,26-Aug-14,A,1,null,Set,"$1,805.00 ","$1,805.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00005,2YTD78-4217-3586,1240-01-576-6134,"SIGHT,REFLEX",20,NULL,N,0,25-Aug-14,8-Aug-14,25-Aug-14,D,1,null,Each,$391.00 ,"$7,820.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14245NJ00010,2YTD78-4218-3907,6115-01-274-7390,"GENERATOR SET,DIESEL ENGINE",2,"FZ84426,RZJ01660",N,3,3-Sep-14,22-Aug-14,3-Sep-14,A,7,null,Each,"$25,073.00 ","$50,146.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14245NJ00017,2YTD78-4218-3910,2330-01-359-0080,"CHASSIS,TRAILER",2,"LEAD-8128,2075",N,6,3-Sep-14,22-Aug-14,3-Sep-14,A,7,null,Each,"$4,985.00 ","$9,970.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14245NJ00011,2YTD78-4218-3925,6115-01-275-5061,"GENERATOR SET,DIESEL ENGINE",2,"FZ29347,FZ45094",N,3,3-Sep-14,22-Aug-14,3-Sep-14,A,7,null,Each,"$10,700.00 ","$21,400.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00009,2YTD78-4218-4189,1005-01-520-5993,"MAGAZINE,CARTRIDGE",50,NULL,N,0,26-Aug-14,12-Aug-14,26-Aug-14,D,1,null,Each,$19.15 ,$957.50 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14238NJ00024,2YTD78-4218-4190,4910-01-576-4586,"MAINTENANCE  KIT,VEHICULAR",1,NULL,N,0,27-Aug-14,21-Aug-14,27-Aug-14,A,1,null,Kit,"$5,151.01 ","$5,151.01 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14238NJ00025,2YTD78-4223-5768,3930-01-158-0849,"TRUCK,LIFT,FORK",1,6000M101112,N,3,27-Aug-14,13-Aug-14,27-Aug-14,A,1,null,Each,"$72,370.00 ","$72,370.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00013,2YTD78-4225-7187,4240-01-547-6218,"GOGGLES,INDUSTRIAL",24,NULL,N,0,26-Aug-14,21-Aug-14,26-Aug-14,A,1,null,Each,$57.28 ,"$1,374.72 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14245NJ00022,2YTD78-4225-7236,3990-DS-MHE-MISC,MISC MATERIALS HANDLING EQUIPMENT,1,34734H02,N,2,3-Sep-14,2-Sep-14,3-Sep-14,A,,null,Each,"$1,500.00 ","$1,500.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00010,2YTD78-4225-7239,3990-01-451-7976,"TIE  DOWN,CARGO,VEHICLE",1,NULL,N,0,26-Aug-14,21-Aug-14,26-Aug-14,A,1,null,Each,$123.18 ,$123.18 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00012,2YTD78-4225-7240,8465-01-558-5130,"POUCH,DUMP",53,NULL,N,0,26-Aug-14,21-Aug-14,26-Aug-14,A,1,null,Each,$15.57 ,$825.21 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00011,2YTD78-4226-7627,3990-01-451-7976,"TIE  DOWN,CARGO,VEHICLE",5,NULL,N,0,26-Aug-14,21-Aug-14,26-Aug-14,A,1,null,Each,$123.18 ,$615.90 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14239NJ00031,2YTD78-4226-7666,8415-01-461-8356,"SHIRT,COLD WEATHER",25,NULL,N,0,28-Aug-14,22-Aug-14,28-Aug-14,A,1,null,Each,$60.25 ,"$1,506.25 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14261NJ00018,2YTD78-4226-7721,2330-01-542-6775,"TRAILER,GENERATOR",1,1.01E+11,N,4,18-Sep-14,2-Sep-14,18-Sep-14,A,1,null,Each,"$7,300.00 ","$7,300.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14237NJ00014,2YTD78-4227-8109,5120-00-221-7983,"WRENCH,TORQUE",1,70630544,N,0,26-Aug-14,21-Aug-14,26-Aug-14,A,1,null,Each,$288.20 ,$288.20 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14259NJ00046,2YTD78-4227-8113,1005-01-368-9852,"SLING,SMALL ARMS",30,NULL,N,0,17-Sep-14,10-Sep-14,17-Sep-14,A,1,null,Each,$3.35 ,$100.50 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14245NJ00015,2YTD78-4230-8815,7025-DS-MON-IT08,"MONITOR, COMPUTER",1,9819ACPCB715100036,N,2,3-Sep-14,26-Aug-14,3-Sep-14,A,,null,Each,$600.00 ,$600.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14253NJ00002,2YTD78-4230-8836,2420-01-160-2754,"TRACTOR,WHEELED,INDUSTRIAL",1,1FG999994KM451541,N,3,11-Sep-14,2-Sep-14,11-Sep-14,A,1,null,Each,#########,"$110,000.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14239NJ00030,2YTD78-4230-8838,8465-01-467-4984,"BAG,MEDICAL",3,NULL,N,0,28-Aug-14,21-Aug-14,28-Aug-14,A,1,null,Each,$468.74 ,"$1,406.22 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14239NJ00028,2YTD78-4230-8838,8465-01-467-4984,"BAG,MEDICAL",2,NULL,N,0,28-Aug-14,21-Aug-14,28-Aug-14,A,1,null,Each,$468.74 ,$937.48 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14253NJ00005,2YTD78-4233-0170,3930-01-383-2952,"TRUCK,LIFT,FORK",1,5021352-24,N,3,11-Sep-14,2-Sep-14,11-Sep-14,A,1,null,Each,"$17,444.00 ","$17,444.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14253NJ00006,2YTD78-4233-0180,3930-01-444-5138,"TRUCK,LIFT,FORK",1,DAMAGED,N,3,11-Sep-14,2-Sep-14,11-Sep-14,A,1,null,Each,"$23,333.00 ","$23,333.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14253NJ00003,2YTD78-4233-0213,2320-01-205-2665,"CHASSIS,TRUCK",1,NLOP1KC552-00067,N,4,11-Sep-14,2-Sep-14,11-Sep-14,Q,6,null,Each,"$81,006.00 ","$81,006.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14261NJ00006,2YTD78-4234-0852,8465-01-532-2304,"POCKET,MAGAZINE",9,NULL,N,0,18-Sep-14,17-Sep-14,18-Sep-14,A,1,null,Each,$8.85 ,$79.65 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14241NJ00018,2YTD78-4234-0857,5965-00-370-3855,"LOUDSPEAKER,PERMANENT  MAGNET",2,NULL,N,0,29-Aug-14,27-Aug-14,29-Aug-14,A,,null,Each,$550.17 ,"$1,100.34 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14245NJ00009,2YTD78-4234-0877,2590-01-082-2644,"WINCH,DRUM,VEHICLE  MOUNTING",2,NULL,N,0,3-Sep-14,26-Aug-14,3-Sep-14,A,1,null,Each,"$6,442.00 ","$12,884.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14261NJ00007,2YTD78-4235-0993,6115-01-474-8344,"WINTERIZATION KIT,GENERATOR SET",2,NULL,N,0,18-Sep-14,17-Sep-14,18-Sep-14,A,1,null,Each,"$3,749.00 ","$7,498.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00053,2YTD78-4236-1185,5855-01-450-2333,"BINOCULAR,NIGHT VISION",1,5718,N,2,26-Sep-14,17-Sep-14,26-Sep-14,C,,null,Each,"$8,089.57 ","$8,089.57 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14275NJ00108,2YTD78-4237-1706,8465-01-515-7562,"POUCH,MAGAZINE",34,NULL,N,0,3-Oct-14,22-Sep-14,3-Oct-14,A,,null,Each,$7.00 ,$238.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14247NJ00014,2YTD78-4239-2836,4310-01-095-8934,"COMPRESSOR,RECIPROCATING",1,NULL,N,0,4-Sep-14,30-Aug-14,4-Sep-14,A,,null,Each,"$2,262.82 ","$2,262.82 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14258NJ00014,2YTD78-4239-2849,4240-01-515-6935,"LADDER,TACTICAL ASSAULT",2,NULL,N,0,15-Sep-14,11-Sep-14,15-Sep-14,A,1,null,Each,"$1,165.03 ","$2,330.06 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14258NJ00015,2YTD78-4240-3745,4240-01-540-5585,"GOGGLES,INDUSTRIAL",76,NULL,N,0,15-Sep-14,3-Sep-14,15-Sep-14,A,1,null,Each,$63.17 ,"$4,800.92 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14261NJ00005,2YTD78-4240-3748,8415-01-515-0224,"ELBOW PADS,EXTERNAL LARGE",25,NULL,N,0,18-Sep-14,8-Sep-14,18-Sep-14,A,1,null,Pair,$11.36 ,$284.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14275NJ00106,2YTD78-4244-4978,8465-01-505-4762,DRINKING SYSTEM,60,NULL,N,0,3-Oct-14,25-Sep-14,3-Oct-14,A,,null,Each,$36.80 ,"$2,208.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00041,2YTD78-4245-5511,1005-01-578-9974,"BARREL,CARBINE",15,NULL,N,0,26-Sep-14,10-Sep-14,26-Sep-14,D,1,null,Each,$520.00 ,"$7,800.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14258NJ00021,2YTD78-4247-7044,4310-01-542-6865,"COMPRESSOR UNIT,ROTARY",1,70519,N,3,16-Sep-14,6-Sep-14,16-Sep-14,A,1,null,Each,"$16,400.00 ","$16,400.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00045,2YTD78-4248-7228,5855-01-524-4314,"SIGHT,THERMAL",2,"267,536,276,380",N,4,26-Sep-14,16-Sep-14,26-Sep-14,D,1,null,Each,"$11,999.00 ","$23,998.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14275NJ00105,2YTD78-4249-7679,6220-01-580-4188,SPOTLIGHT,2,NULL,N,0,3-Oct-14,25-Sep-14,3-Oct-14,A,,null,Each,$508.11 ,"$1,016.22 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00043,2YTD78-4249-7680,5855-01-458-0210,"SIGHT,THERMAL",2,"2,450,002,496",N,4,26-Sep-14,16-Sep-14,26-Sep-14,D,1,null,Each,"$15,400.00 ","$30,800.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00052,2YTD78-4249-7682,6220-01-572-7959,SEARCHLIGHT,2,NULL,N,0,26-Sep-14,17-Sep-14,26-Sep-14,A,1,null,Each,"$1,131.01 ","$2,262.02 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14273NJ00064,2YTD78-4253-1700,1005-01-526-7294,"CLEANING KIT,GUN",18,NULL,N,0,1-Oct-14,24-Sep-14,1-Oct-14,A,1,null,Kit,$61.64 ,"$1,109.52 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14261NJ00019,2YTD78-4254-5733,1005-01-563-8451,"BIPOD,RIFLE",25,NULL,N,1,18-Sep-14,17-Sep-14,18-Sep-14,D,1,null,Each,$138.25 ,"$3,456.25 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14261NJ00020,2YTD78-4254-5736,6515-01-459-4581,"AED  TRAINER,DEFIBRILLATOR",1,NULL,N,2,18-Sep-14,17-Sep-14,18-Sep-14,A,1,null,Each,$314.28 ,$314.28 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14270NJ00004,2YTD78-4255-6022,5855-01-524-4313,"SIGHT,THERMAL",2,"256,220,256,182",N,4,29-Sep-14,16-Sep-14,29-Sep-14,D,,null,Each,"$11,300.00 ","$22,600.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14267NJ00007,2YTD78-4260-1522,5180-01-502-6526,"TOOL KIT,GENERAL MECHANIC'S",1,NULL,N,0,24-Sep-14,23-Sep-14,24-Sep-14,A,1,null,Each,$289.00 ,$289.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14275NJ00107,2YTD78-4261-1802,3930-DS-FOR-KLIF,FORKLIFT,1,GFA0018,N,0,3-Oct-14,29-Sep-14,3-Oct-14,A,,null,Each,"$10,000.00 ","$10,000.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14273NJ00063,2YTD78-4261-1803,4240-01-547-5933,"RESCUE HOOK,SURVIVAL",4,NULL,N,0,1-Oct-14,29-Sep-14,1-Oct-14,A,1,null,Each,$33.87 ,$135.48 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14274NJ00044,2YTD78-4261-1900,5895-01-559-3078,COMMUNICATION SUBSYSTEM,2,8FKSA75074,N,4,2-Oct-14,29-Sep-14,2-Oct-14,F,,null,Kit,"$5,395.00 ","$10,790.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14266NJ00010,2YTD78-4261-3408,6220-00-702-0002,"FLOODLIGHT,ELECTRIC",4,NULL,N,0,23-Sep-14,22-Sep-14,23-Sep-14,A,1,null,Each,$49.31 ,$197.24 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14273NJ00066,2YTD78-4267-9227,1005-00-921-5004,"MAGAZINE,CARTRIDGE",50,NULL,N,0,1-Oct-14,29-Sep-14,1-Oct-14,D,1,null,Each,$9.98 ,$499.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTD78-4268-9561,4310-01-542-6865,"COMPRESSOR UNIT,ROTARY",1,,N,0,28-Oct-14,28-Oct-14,,A,1,null,Each,"$16,400.00 ","$16,400.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14273NJ00062,2YTD78-4268-9572,2540-01-550-0588,"HOOK,TOW",2,NULL,N,0,1-Oct-14,29-Sep-14,1-Oct-14,A,1,null,Each,$682.86 ,"$1,365.72 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14289NJ00016,2YTD78-4277-9230,3895-DS-MIS-CCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,1,NULL,N,0,16-Oct-14,15-Oct-14,16-Oct-14,A,,W16JC6-4104-0025,Each,"$3,500.00 ","$3,500.00 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00009,2YTD78-4283-2757,3920-01-595-3964,"TRUCK,HAND",1,NULL,N,0,17-Oct-14,15-Oct-14,17-Oct-14,A,,null,Each,"$6,228.88 ","$6,228.88 "
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTD78-4289-4739,3895-DS-MIS-CCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,1,,N,0,28-Oct-14,28-Oct-14,,A,,null,Each,$0.00 ,$0.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14218NJ00003,FOUND,8415-01-461-8337,"SHIRT, COLD WEATHER",8,NA,N,0,,6-Aug-14,6-Aug-14,A,1,,Each,$60.25 ,$482.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14115NJ00037,W52H09-7094-B496,1005-00-073-9421,M16 ASSAULT RIFLE,1,1950220,Y,1,28-Apr-14,17-Jan-08,3-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14115NJ00032,W52H09-7094-B496,1005-00-073-9421,M16 ASSAULT RIFLE,1,1974665,Y,1,28-Apr-14,17-Jan-08,3-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14115NJ00030,W52H09-7094-B496,1005-00-073-9421,M16 ASSAULT RIFLE,1,2146486,Y,1,28-Apr-14,17-Jan-08,3-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14115NJ00038,W52H09-7094-B496,1005-00-073-9421,M16 ASSAULT RIFLE,1,4160537,Y,1,28-Apr-14,17-Jan-08,3-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14115NJ00031,W52H09-7094-B496,1005-00-073-9421,M16 ASSAULT RIFLE,1,4451490,Y,1,28-Apr-14,17-Jan-08,3-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTD78,FORT LEE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14115NJ00034,W52H09-7314-B481,1005-00-921-5483,"SHOTGUN,12 GAGE,RIOT TYPE",1,452842,Y,1,28-Apr-14,15-Feb-13,3-Oct-14,D,1,000000-0000-00000,Each,$108.00 ,$108.00 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14246NJ00023,2YTECC-4232-9704,8140-00-960-1699,"CHEST,AMMUNITION",1,NULL,N,0,4-Sep-14,27-Aug-14,4-Sep-14,A,1,W90X3242170003,Each,$11.10 ,$11.10 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14246NJ00025,2YTECC-4232-9753,8140-01-316-9143,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",1,NULL,N,0,4-Sep-14,27-Aug-14,4-Sep-14,A,1,W90X3242170002,Each,$22.26 ,$22.26 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14246NJ00024,2YTECC-4233-0105,8140-00-960-1699,"CHEST,AMMUNITION",49,NULL,N,0,4-Sep-14,27-Aug-14,4-Sep-14,A,1,W90X3242170002,Each,$11.10 ,$543.90 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14246NJ00026,2YTECC-4233-0106,8140-01-316-9143,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",49,NULL,N,0,4-Sep-14,27-Aug-14,4-Sep-14,A,1,W90X3242170002,Each,$22.26 ,"$1,090.74 "
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14252NJ00008,2YTECC-4239-2617,2320-01-230-0308,"TRUCK,CARGO",1,2500459,N,5,10-Sep-14,29-Aug-14,10-Sep-14,A,1,W915YB42040096B,Each,"$72,040.00 ","$72,040.00 "
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14246NJ00027,2YTECC-4239-2619,7830-DS-LIF-ECYC,LIFECYCLE,1,NULL,N,0,4-Sep-14,29-Aug-14,4-Sep-14,A,,N6921340670008,Each,$720.00 ,$720.00 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14254NJ00020,2YTECC-4244-4977,6115-01-275-5061,"GENERATOR SET,DIESEL ENGINE",3,FZ37722,N,7,11-Sep-14,8-Sep-14,11-Sep-14,A,7,W91B9740970001A,Each,"$10,700.00 ","$32,100.00 "
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14254NJ00018,2YTECC-4246-6138,2330-00-141-8050,"TRAILER,CARGO",1,NWODOE1592,N,3,11-Sep-14,8-Sep-14,11-Sep-14,A,1,W90HZV32590054A,Each,"$8,524.00 ","$8,524.00 "
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00020,2YTECC-4251-8201,4240-01-540-5576,"GOGGLES,INDUSTRIAL",33,NULL,N,0,25-Sep-14,24-Sep-14,25-Sep-14,A,1,W56YHX40422134,Each,$52.08 ,"$1,718.64 "
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14269NJ00013,2YTECC-4251-8203,4240-01-548-7366,"GOGGLES,INDUSTRIAL",19,NULL,N,0,26-Sep-14,25-Sep-14,26-Sep-14,A,,W56YHX40422133,Each,$46.99 ,$892.81 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14269NJ00014,2YTECC-4251-9417,8465-01-599-7047,KNEE AND ELBOW PAD SYSTEM,20,NULL,N,0,26-Sep-14,25-Sep-14,26-Sep-14,A,1,W81KR340840027,Set,$27.98 ,$559.60 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14269NJ00015,2YTECC-4251-9418,8465-01-524-5250,ASSAULT PACK,1,NULL,N,0,26-Sep-14,25-Sep-14,26-Sep-14,A,1,W17S1641983052V,Each,$89.97 ,$89.97 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14303NJ00032,2YTECC-4253-4054,8465-01-599-7047,KNEE AND ELBOW PAD SYSTEM,20,NULL,N,0,31-Oct-14,29-Oct-14,31-Oct-14,A,,W91N2P42113010V,Set,$27.98 ,$559.60 
NJ,2YTECC,FREEHOLD BORO POLICE DEPT,Y,State,TRACKED,ASSIGNED,14269NJ00016,2YTECC-4258-8031,8415-01-352-6553,"GLOVES,DISPOSABLE",20,NULL,N,0,26-Sep-14,25-Sep-14,26-Sep-14,A,1,FB648242240049,Package,$314.09 ,"$6,281.80 "
